CustomerID,Age,Gender,City,Employment_Type,Annual_Income,Credit_Score,Tenure_Months,Avg_Monthly_Balance,Balance_Change_Ratio,Mobile_App_Logins,UPI_Transactions,ATM_Withdrawals,NetBanking_Usage,Complaint_Tickets,Call_Center_Interactions,Has_Credit_Card,Has_Loan,Has_Insurance,Churn
IB000046,56,Female,Lucknow,Retired,569900.0,683.0,85,24260.0,0.1082,6.0,1.0,,2.0,0.0,2.0,0,0,0,0
IB040435,24,Male,Pune,Retired,380400.0,562.0,26,4710.0,0.3879,13.0,15.0,1.0,5.0,1.0,,1,0,0,0
IB039625,33,Female,Mumbai,Retired,252200.0,530.0,82,13620.0,0.1516,9.0,6.0,1.0,5.0,2.0,2.0,0,0,1,0
IB030629,21,Female,Ludhiana,Business,,,36,242020.0,-0.0775,13.0,23.0,3.0,13.0,,0.0,0,0,1,0
IB046562,37,Male,Delhi,Salaried,668200.0,609.0,82,35190.0,0.0496,7.0,9.0,2.0,3.0,2.0,4.0,0,0,0,0
IB009739,46,Male,Ludhiana,Salaried,280600.0,553.0,117,29460.0,0.1561,4.0,8.0,3.0,1.0,0.0,0.0,0,0,0,0
IB001616,34,Female,Kolkata,Salaried,747900.0,629.0,117,56590.0,-0.0986,9.0,9.0,4.0,4.0,2.0,4.0,0,1,0,0
IB019848,21,Male,Agra,Salaried,1003800.0,593.0,13,97470.0,0.009,3.0,15.0,3.0,11.0,3.0,3.0,0,1,1,0
IB016849,35,Male,Pune,Business,2026900.0,749.0,88,69250.0,0.0689,7.0,17.0,1.0,9.0,1.0,4.0,1,1,0,0
IB010782,22,Male,Indore,Salaried,623600.0,629.0,29,,,16.0,20.0,,7.0,,3.0,1,0,0,0
IB017479,69,Female,Mumbai,Salaried,916900.0,640.0,143,36510.0,-0.0217,,,5.0,,0.0,0.0,0,0,0,1
IB030586,50,Male,Navi Mumbai,Salaried,1281000.0,727.0,160,41310.0,0.0217,6.0,22.0,5.0,15.0,1.0,1.0,1,0,0,0
IB004692,64,Male,Mumbai,Salaried,2211700.0,686.0,122,130790.0,-0.1138,5.0,20.0,5.0,5.0,0.0,1.0,0,1,1,0
IB033036,28,Female,Ahmedabad,Salaried,585000.0,647.0,40,35500.0,-0.0791,16.0,13.0,2.0,8.0,2.0,2.0,0,0,1,0
IB020578,28,Female,Delhi,Self_Employed,770500.0,663.0,55,49090.0,0.0323,14.0,21.0,,3.0,0.0,1.0,0,0,0,1
IB001079,45,Male,Mumbai,Salaried,748500.0,600.0,135,70490.0,-0.1767,4.0,8.0,7.0,3.0,3.0,4.0,0,0,0,0
IB001313,36,Male,Mumbai,Salaried,1016900.0,575.0,112,74020.0,-0.0534,6.0,18.0,1.0,5.0,1.0,1.0,1,1,1,0
IB027236,55,Male,Hyderabad,Retired,377200.0,651.0,158,17010.0,-0.2082,7.0,12.0,9.0,2.0,1.0,1.0,0,0,1,0
IB014929,55,Male,Kolkata,Retired,507600.0,642.0,135,53340.0,-0.1425,6.0,8.0,2.0,8.0,1.0,1.0,1,1,1,0
IB021031,56,Male,Mumbai,Student,316600.0,647.0,119,6150.0,-0.1639,8.0,8.0,6.0,5.0,3.0,2.0,0,0,0,1
IB034730,43,Male,Faridabad,Business,1231900.0,656.0,151,88390.0,-0.2031,10.0,20.0,,9.0,1.0,2.0,0,1,0,0
IB009094,60,Female,Srinagar,Business,,642.0,126,105890.0,0.1883,4.0,12.0,,9.0,0.0,2.0,1,0,1,0
IB025626,50,Male,Ahmedabad,Business,527200.0,593.0,124,,,5.0,12.0,2.0,5.0,2.0,4.0,0,0,0,0
IB034439,54,Male,Rajkot,Self_Employed,,752.0,120,56490.0,-0.0215,10.0,10.0,6.0,1.0,2.0,2.0,1,0,0,0
IB044155,69,Male,Bengaluru,Retired,573100.0,740.0,117,22060.0,-0.0893,,,4.0,,3.0,,1,0,0,0
IB034066,70,Female,Srinagar,Salaried,666200.0,701.0,122,43410.0,-0.0425,6.0,4.0,12.0,3.0,0.0,3.0,0,1,1,0
IB009845,70,Male,Kolkata,Salaried,741700.0,626.0,162,36170.0,-0.0965,,,6.0,,,4.0,0,0,0,1
IB041023,49,Female,Chennai,Salaried,512100.0,621.0,125,53950.0,-0.0264,5.0,7.0,5.0,3.0,4.0,,0,0,1,1
IB043235,61,Male,Faridabad,Salaried,271300.0,649.0,115,24960.0,0.0572,6.0,1.0,3.0,1.0,2.0,1.0,1,1,0,1
IB009302,31,Male,Bengaluru,Business,1045600.0,608.0,34,61850.0,-0.0327,8.0,11.0,5.0,12.0,1.0,4.0,0,0,0,1
IB021308,68,Male,Lucknow,Salaried,764800.0,696.0,145,28960.0,-0.0943,,,3.0,,3.0,1.0,0,0,1,0
IB032987,57,Female,Howrah,Salaried,657800.0,655.0,138,32410.0,0.0291,4.0,9.0,8.0,4.0,0.0,1.0,0,0,0,0
IB017498,32,Female,Ahmedabad,Salaried,895700.0,618.0,92,27050.0,0.0479,5.0,19.0,3.0,7.0,3.0,1.0,0,0,0,0
IB011732,47,Male,Mumbai,Salaried,644600.0,599.0,132,47020.0,-0.0021,8.0,11.0,,3.0,1.0,2.0,1,1,0,0
IB006234,56,Male,Jaipur,Self_Employed,,627.0,148,,,7.0,10.0,7.0,11.0,1.0,2.0,0,1,0,1
IB032244,56,Female,Delhi,Salaried,1006300.0,622.0,167,48850.0,0.0436,9.0,13.0,6.0,8.0,0.0,5.0,1,1,0,0
IB048361,44,Male,Ranchi,Salaried,648800.0,639.0,118,15630.0,0.0018,12.0,13.0,3.0,2.0,3.0,,1,0,1,0
IB029015,46,Female,Varanasi,Self_Employed,,695.0,126,93550.0,-0.2129,5.0,16.0,2.0,12.0,,1.0,0,1,1,0
IB037577,28,Female,Hyderabad,Retired,354400.0,592.0,30,6080.0,-0.6179,14.0,16.0,2.0,7.0,3.0,3.0,0,0,0,1
IB025451,25,Female,Delhi,Self_Employed,913900.0,670.0,5,12460.0,-0.074,6.0,18.0,5.0,2.0,0.0,,1,0,0,0
IB034673,27,Male,Delhi,Retired,287300.0,626.0,78,11390.0,-0.0631,13.0,16.0,4.0,2.0,1.0,0.0,0,0,0,0
IB031985,71,Female,Vadodara,Salaried,752900.0,683.0,168,59290.0,0.0274,,,5.0,,2.0,1.0,1,0,0,0
IB039621,41,Female,Kanpur,Salaried,676500.0,613.0,105,33200.0,-0.0398,14.0,12.0,3.0,5.0,3.0,1.0,1,0,0,0
IB029730,38,Male,Navi Mumbai,Self_Employed,,665.0,146,,,13.0,10.0,,5.0,1.0,1.0,0,0,0,0
IB032862,55,Male,Srinagar,Self_Employed,897900.0,708.0,142,116100.0,0.1289,5.0,5.0,5.0,3.0,1.0,0.0,0,0,0,0
IB028220,33,Male,Hyderabad,Student,209400.0,667.0,83,6880.0,-0.1111,11.0,10.0,2.0,2.0,,2.0,0,0,1,0
IB039211,66,Female,Agra,Salaried,702500.0,600.0,163,31140.0,0.057,,,,,1.0,2.0,1,1,0,0
IB011613,43,Male,Hyderabad,Self_Employed,1847600.0,718.0,117,160680.0,-0.0245,10.0,16.0,6.0,5.0,0.0,0.0,1,0,0,0
IB023084,41,Male,Patna,Retired,490000.0,675.0,174,32450.0,-0.0913,8.0,12.0,,0.0,2.0,2.0,1,0,0,0
IB001324,53,Male,Hyderabad,Business,,684.0,114,48150.0,-0.0779,5.0,12.0,,1.0,0.0,3.0,1,0,0,0
IB030648,68,Male,Kanpur,Salaried,1423600.0,623.0,199,110300.0,0.0581,4.0,11.0,3.0,7.0,0.0,2.0,0,0,1,0
IB043697,46,Male,Visakhapatnam,Self_Employed,,727.0,133,39290.0,-0.0361,3.0,15.0,0.0,2.0,1.0,,0,0,1,0
IB014930,25,Male,Kochi,Student,234700.0,634.0,35,,,7.0,15.0,3.0,7.0,1.0,,0,0,0,0
IB039305,69,Male,Jaipur,Business,,686.0,130,44300.0,0.0803,,,4.0,,0.0,,1,0,1,0
IB023785,61,Male,Bengaluru,Business,365100.0,727.0,150,26870.0,0.0342,2.0,4.0,4.0,5.0,4.0,3.0,1,0,0,1
IB007029,28,Male,Thane,Business,2272200.0,782.0,113,130400.0,-0.1684,6.0,21.0,4.0,10.0,4.0,5.0,1,1,0,0
IB005991,35,Male,Surat,Self_Employed,573500.0,634.0,159,9750.0,-0.247,11.0,5.0,,6.0,1.0,,1,0,0,0
IB022118,61,Male,Hyderabad,Salaried,989000.0,697.0,142,109270.0,0.133,4.0,5.0,6.0,0.0,1.0,0.0,1,0,0,0
IB029511,38,Female,Hyderabad,Salaried,1231200.0,647.0,162,,,10.0,27.0,3.0,7.0,5.0,,1,1,1,0
IB049188,32,Male,Nashik,Salaried,535800.0,617.0,126,17230.0,0.0906,7.0,12.0,1.0,3.0,4.0,3.0,0,0,1,0
IB043261,57,Female,Mumbai,Salaried,605900.0,628.0,160,,,6.0,12.0,2.0,1.0,1.0,1.0,1,1,1,0
IB025048,34,Male,Mumbai,Salaried,816300.0,656.0,87,12680.0,-0.344,10.0,11.0,1.0,6.0,1.0,0.0,1,0,0,0
IB029203,45,Male,Surat,Business,,709.0,97,47950.0,-0.2229,9.0,23.0,2.0,7.0,1.0,,0,1,1,0
IB022028,41,Male,Howrah,Salaried,1130400.0,613.0,146,21730.0,-0.1233,11.0,13.0,8.0,12.0,0.0,1.0,0,0,0,0
IB043302,34,Male,Pune,Salaried,707400.0,683.0,129,33030.0,-0.1129,10.0,14.0,1.0,2.0,0.0,,0,0,0,0
IB006200,51,Male,Varanasi,Self_Employed,,579.0,130,21010.0,0.1571,8.0,10.0,6.0,7.0,1.0,,1,0,0,0
IB035205,22,Male,Mumbai,Self_Employed,,,48,135770.0,-0.2433,8.0,16.0,3.0,4.0,2.0,3.0,0,0,1,1
IB022231,57,Male,Noida,Retired,434800.0,720.0,108,15470.0,-0.3852,9.0,7.0,5.0,6.0,0.0,1.0,1,0,0,1
IB013731,58,Male,Kolkata,Retired,683300.0,606.0,131,24290.0,0.0136,10.0,9.0,4.0,2.0,0.0,2.0,1,0,0,0
IB041829,31,Female,Kolkata,Salaried,1045000.0,623.0,69,12130.0,-0.0216,13.0,21.0,6.0,12.0,0.0,2.0,0,1,0,0
IB049400,39,Female,Pimpri-Chinchwad,Salaried,690800.0,637.0,130,54730.0,-0.0541,5.0,4.0,,4.0,,,1,1,0,0
IB036710,26,Male,Srinagar,Salaried,782600.0,531.0,71,37180.0,-0.0753,12.0,23.0,1.0,6.0,,1.0,0,1,0,0
IB048412,35,Female,Jaipur,Salaried,684200.0,628.0,149,30610.0,0.2163,9.0,18.0,3.0,7.0,2.0,3.0,1,1,0,0
IB035056,37,Male,Guwahati,Retired,427100.0,702.0,137,19830.0,-0.0212,7.0,8.0,4.0,3.0,1.0,1.0,1,0,1,0
IB012642,32,Female,Indore,Student,238700.0,525.0,92,7260.0,-0.1907,11.0,12.0,9.0,6.0,0.0,2.0,0,0,0,0
IB014072,52,Male,Mumbai,Self_Employed,,650.0,160,23450.0,-0.0469,11.0,12.0,6.0,9.0,0.0,2.0,1,1,0,0
IB026612,53,Male,Vadodara,Business,,657.0,107,39100.0,-0.1248,8.0,8.0,5.0,4.0,0.0,2.0,0,0,0,0
IB034592,65,Female,Pune,Self_Employed,,753.0,158,47310.0,-0.0513,,,,,2.0,3.0,1,0,0,0
IB008326,66,Female,Chennai,Self_Employed,486900.0,663.0,121,67540.0,0.2683,,,6.0,,1.0,4.0,0,0,1,0
IB023229,66,Male,Pune,Salaried,622300.0,663.0,113,50100.0,-0.2676,,,5.0,,2.0,3.0,1,0,0,1
IB003867,25,Male,Rajkot,Salaried,712000.0,606.0,41,,,15.0,14.0,1.0,5.0,3.0,2.0,1,1,0,0
IB017341,68,Female,Lucknow,Student,202200.0,667.0,113,7670.0,0.0863,,,1.0,,0.0,1.0,0,1,1,0
IB034193,56,Male,Ahmedabad,Self_Employed,884800.0,701.0,171,,,6.0,6.0,1.0,7.0,0.0,3.0,0,0,0,1
IB006425,45,Male,Ranchi,Salaried,478400.0,707.0,123,10680.0,-0.3489,6.0,7.0,1.0,3.0,9.0,8.0,0,0,0,0
IB038124,45,Female,Hyderabad,Salaried,470400.0,648.0,144,14590.0,-0.1329,9.0,8.0,2.0,4.0,4.0,2.0,1,0,1,1
IB011739,64,Female,Nagpur,Self_Employed,377100.0,678.0,186,,,,,4.0,,0.0,2.0,0,0,0,0
IB044815,44,Male,Delhi,Salaried,536300.0,633.0,101,49350.0,-0.0388,8.0,17.0,2.0,8.0,0.0,,0,1,0,0
IB021038,23,Male,Chennai,Salaried,570600.0,600.0,18,46430.0,-0.0527,9.0,16.0,3.0,5.0,1.0,2.0,0,1,0,0
IB016727,26,Male,Ahmedabad,Self_Employed,607300.0,612.0,62,38280.0,0.1085,13.0,14.0,0.0,6.0,1.0,1.0,1,0,0,0
IB019126,44,Female,Mumbai,Self_Employed,499100.0,666.0,144,50890.0,0.0135,17.0,13.0,1.0,3.0,1.0,1.0,1,0,0,1
IB031227,44,Male,Nashik,Retired,438300.0,626.0,132,10480.0,-0.3695,6.0,11.0,1.0,4.0,1.0,2.0,0,1,1,0
IB022763,26,Female,Vadodara,Self_Employed,703800.0,,86,74530.0,-0.1869,15.0,14.0,4.0,8.0,1.0,3.0,1,0,0,0
IB030744,44,Male,Chennai,Self_Employed,,626.0,165,,,13.0,19.0,7.0,7.0,1.0,0.0,1,1,0,0
IB044406,37,Female,Pimpri-Chinchwad,Student,233800.0,670.0,104,,,8.0,13.0,1.0,4.0,1.0,0.0,0,0,0,0
IB010472,62,Female,Meerut,Salaried,1039800.0,687.0,91,29260.0,-0.1822,5.0,23.0,1.0,6.0,1.0,2.0,0,1,0,0
IB039935,31,Female,Pimpri-Chinchwad,Student,156900.0,601.0,117,8650.0,0.0836,11.0,7.0,4.0,2.0,1.0,4.0,0,1,0,0
IB007501,35,Male,Bengaluru,Salaried,676400.0,717.0,107,72500.0,0.0191,7.0,7.0,5.0,10.0,4.0,4.0,1,1,0,0
IB028486,54,Male,Chennai,Retired,333500.0,625.0,104,,,6.0,14.0,6.0,3.0,1.0,1.0,1,0,0,0
IB018042,37,Female,Nashik,Business,,638.0,111,116340.0,-0.1079,15.0,23.0,2.0,9.0,1.0,1.0,1,1,1,0
IB035445,65,Female,Bhopal,Self_Employed,625100.0,627.0,140,59740.0,-0.1302,,,4.0,,3.0,3.0,0,0,0,1
IB002663,57,Male,Jaipur,Salaried,782800.0,627.0,131,18240.0,0.0051,3.0,7.0,3.0,3.0,1.0,,1,1,0,0
IB032881,56,Male,Mumbai,Business,,644.0,189,,,2.0,18.0,2.0,10.0,1.0,1.0,0,0,0,0
IB049643,21,Male,Mumbai,Retired,280600.0,534.0,36,21720.0,0.1115,10.0,21.0,,9.0,4.0,2.0,0,0,0,1
IB007542,58,Male,Surat,Retired,186300.0,637.0,86,14730.0,0.0515,5.0,13.0,6.0,0.0,,4.0,1,0,0,0
IB045670,54,Female,Jaipur,Salaried,668000.0,612.0,101,46750.0,-0.0627,6.0,10.0,3.0,4.0,2.0,3.0,0,1,0,0
IB030456,40,Male,Kolkata,Self_Employed,,709.0,121,110420.0,-0.0244,4.0,17.0,3.0,7.0,2.0,2.0,1,0,0,1
IB015354,55,Female,Chennai,Salaried,1274500.0,752.0,145,121650.0,-0.0216,10.0,18.0,9.0,9.0,0.0,3.0,1,1,0,0
IB001647,24,Male,Coimbatore,Salaried,,,1,,,14.0,21.0,1.0,5.0,,5.0,0,0,0,1
IB037030,53,Male,Bengaluru,Salaried,771700.0,616.0,115,77590.0,-0.0199,12.0,8.0,6.0,2.0,0.0,0.0,0,0,1,0
IB024851,66,Female,Srinagar,Business,1677100.0,667.0,162,86880.0,-0.5527,,,6.0,,2.0,6.0,1,0,1,0
IB025196,32,Male,Srinagar,Salaried,995300.0,588.0,154,55110.0,0.0402,13.0,14.0,,4.0,3.0,4.0,1,0,0,0
IB033155,24,Female,Ghaziabad,Salaried,362600.0,,1,,,17.0,11.0,3.0,6.0,1.0,2.0,0,1,0,0
IB008265,62,Female,Bengaluru,Self_Employed,761700.0,782.0,116,63100.0,0.1242,3.0,4.0,7.0,1.0,2.0,,1,0,1,0
IB003924,38,Male,Ahmedabad,Salaried,767100.0,706.0,94,30790.0,-0.6169,10.0,15.0,,7.0,3.0,,0,0,0,0
IB044739,43,Male,Nagpur,Self_Employed,1163200.0,676.0,150,83520.0,-0.2154,5.0,18.0,1.0,11.0,1.0,3.0,0,0,0,0
IB009588,71,Male,Pune,Salaried,856100.0,705.0,143,79710.0,-0.1339,,,1.0,,1.0,3.0,0,1,1,1
IB032283,29,Female,Meerut,Salaried,934100.0,642.0,122,57940.0,-0.0023,11.0,18.0,4.0,10.0,0.0,2.0,0,0,1,0
IB008929,66,Male,Vadodara,Salaried,1179700.0,624.0,128,23410.0,-0.5427,5.0,19.0,6.0,12.0,3.0,3.0,1,1,0,0
IB031880,59,Male,Varanasi,Salaried,797400.0,582.0,87,60140.0,-0.2058,9.0,13.0,2.0,2.0,3.0,2.0,0,0,1,0
IB029201,35,Female,Chandigarh,Self_Employed,,631.0,116,5670.0,-0.0898,10.0,9.0,2.0,4.0,1.0,1.0,1,0,0,1
IB026241,34,Male,Howrah,Self_Employed,866100.0,555.0,104,89540.0,-0.1256,6.0,14.0,1.0,8.0,1.0,,1,1,0,0
IB010842,69,Male,Patna,Retired,370400.0,651.0,87,37640.0,0.0491,,,,,2.0,4.0,0,0,0,0
IB010492,25,Male,Varanasi,Self_Employed,,627.0,25,80430.0,0.0642,7.0,19.0,2.0,8.0,1.0,2.0,1,0,0,1
IB036279,64,Male,Navi Mumbai,Salaried,844500.0,726.0,131,76320.0,-0.0438,5.0,4.0,4.0,1.0,,3.0,0,0,0,1
IB039982,70,Male,Mumbai,Salaried,871900.0,719.0,137,63650.0,-0.1067,,,4.0,,0.0,3.0,1,0,0,1
IB034455,65,Male,Kanpur,Self_Employed,894000.0,604.0,143,40870.0,-0.049,2.0,6.0,,0.0,0.0,3.0,1,0,0,0
IB042072,38,Male,Hyderabad,Self_Employed,829800.0,713.0,160,37390.0,0.1789,14.0,8.0,1.0,7.0,2.0,5.0,0,0,1,0
IB032225,45,Female,Patna,Self_Employed,555600.0,629.0,129,37980.0,0.1302,4.0,9.0,,2.0,1.0,2.0,1,0,0,0
IB047964,68,Female,Bengaluru,Salaried,767700.0,687.0,109,47930.0,0.153,,,6.0,,0.0,2.0,1,1,1,0
IB041982,39,Female,Chennai,Salaried,568900.0,683.0,138,40660.0,-0.0013,11.0,6.0,5.0,6.0,4.0,3.0,1,0,0,0
IB034564,62,Female,Mumbai,Business,1476900.0,581.0,143,273720.0,0.0559,1.0,19.0,2.0,6.0,1.0,2.0,1,1,0,0
IB015759,62,Male,Noida,Retired,351600.0,695.0,120,19760.0,0.1662,5.0,2.0,,3.0,1.0,1.0,0,1,0,1
IB034377,23,Male,Varanasi,Self_Employed,583000.0,551.0,22,26700.0,-0.3161,9.0,14.0,4.0,8.0,3.0,2.0,1,0,0,1
IB006176,63,Male,Mumbai,Self_Employed,,716.0,131,38770.0,-0.0665,,,6.0,,0.0,1.0,0,0,0,0
IB012895,53,Male,Jaipur,Self_Employed,,742.0,169,95670.0,-0.1967,8.0,11.0,9.0,11.0,3.0,3.0,1,0,0,0
IB036650,54,Male,Howrah,Business,1758800.0,634.0,157,107120.0,-0.1573,5.0,21.0,3.0,17.0,1.0,0.0,1,1,1,0
IB016892,59,Male,Kolkata,Student,245000.0,650.0,138,7500.0,-0.0588,4.0,10.0,0.0,4.0,3.0,4.0,1,0,0,0
IB040648,63,Female,Mumbai,Salaried,684500.0,677.0,143,24240.0,-0.305,,,5.0,,1.0,3.0,1,1,1,0
IB017740,35,Male,Howrah,Self_Employed,,621.0,134,106740.0,-0.1464,6.0,15.0,3.0,11.0,2.0,2.0,1,0,0,0
IB025887,33,Male,Chennai,Salaried,801600.0,608.0,93,52230.0,-0.0643,10.0,7.0,1.0,6.0,3.0,3.0,0,0,1,0
IB014092,54,Male,Chennai,Salaried,680700.0,638.0,139,44800.0,0.0304,11.0,14.0,8.0,6.0,0.0,2.0,0,0,0,0
IB032455,44,Male,Kolkata,Retired,243500.0,650.0,159,13740.0,-0.4866,7.0,12.0,2.0,4.0,1.0,3.0,0,0,0,1
IB038329,42,Male,Mumbai,Self_Employed,,738.0,168,20360.0,-0.6027,5.0,12.0,,10.0,0.0,1.0,0,0,0,1
IB043473,35,Male,Bengaluru,Salaried,1130900.0,733.0,123,93470.0,-0.1123,9.0,16.0,3.0,6.0,1.0,0.0,0,0,1,0
IB002688,55,Male,Ahmedabad,Salaried,902100.0,652.0,173,18610.0,-0.5697,5.0,14.0,7.0,7.0,5.0,,1,0,0,0
IB003854,67,Female,Surat,Self_Employed,982900.0,764.0,162,31160.0,-0.0479,,,7.0,,0.0,2.0,0,1,0,0
IB039947,32,Male,Surat,Retired,469200.0,624.0,89,29530.0,-0.1249,14.0,10.0,3.0,4.0,0.0,1.0,1,0,0,0
IB017382,26,Female,Amritsar,Self_Employed,1165400.0,,65,54720.0,-0.1197,9.0,19.0,,10.0,0.0,2.0,1,1,0,0
IB018813,46,Male,Mumbai,Salaried,1012600.0,645.0,136,38390.0,-0.2383,7.0,23.0,0.0,11.0,7.0,7.0,0,0,1,0
IB029840,34,Female,Mumbai,Salaried,1211000.0,698.0,138,38580.0,-0.6557,6.0,16.0,3.0,9.0,3.0,4.0,0,0,0,1
IB000918,23,Female,Pimpri-Chinchwad,Retired,458800.0,642.0,60,27000.0,-0.1359,8.0,18.0,3.0,8.0,0.0,0.0,1,0,0,0
IB044066,29,Male,Ahmedabad,Salaried,463100.0,673.0,84,53420.0,-0.1141,13.0,16.0,6.0,6.0,0.0,1.0,1,0,1,1
IB041472,25,Male,Delhi,Self_Employed,441300.0,647.0,43,12330.0,-0.1668,11.0,19.0,4.0,7.0,1.0,3.0,0,0,0,1
IB006679,27,Male,Bengaluru,Self_Employed,1612900.0,677.0,59,114530.0,-0.2568,10.0,24.0,,7.0,1.0,1.0,1,1,0,0
IB043365,33,Female,Kolkata,Salaried,1082100.0,639.0,59,32860.0,-0.1176,9.0,20.0,2.0,5.0,1.0,4.0,0,0,0,0
IB007172,29,Female,Mumbai,Self_Employed,,609.0,66,23090.0,0.1336,9.0,16.0,4.0,5.0,2.0,3.0,0,0,0,0
IB039555,50,Female,Delhi,Retired,120000.0,628.0,100,10790.0,0.0252,6.0,7.0,0.0,4.0,1.0,,0,0,1,0
IB018815,59,Male,Pimpri-Chinchwad,Salaried,845900.0,615.0,102,18230.0,-0.3762,7.0,8.0,4.0,3.0,2.0,3.0,1,0,1,0
IB048699,68,Female,Chennai,Retired,648900.0,652.0,171,22060.0,-0.0243,,,3.0,,1.0,1.0,0,0,0,0
IB002342,56,Male,Jaipur,Salaried,662600.0,616.0,134,13990.0,-0.6178,9.0,3.0,3.0,6.0,3.0,3.0,1,1,0,0
IB048044,34,Female,Kolkata,Salaried,1002800.0,643.0,169,60480.0,-0.1129,15.0,20.0,4.0,8.0,1.0,3.0,1,0,1,0
IB007387,62,Male,Bengaluru,Student,194200.0,622.0,125,,,4.0,6.0,8.0,2.0,0.0,3.0,1,0,0,0
IB019525,23,Female,Indore,Business,,638.0,38,199550.0,-0.1958,10.0,24.0,1.0,11.0,1.0,5.0,1,0,1,0
IB048354,52,Male,Chandigarh,Salaried,1194100.0,627.0,169,,,2.0,18.0,3.0,7.0,2.0,2.0,0,0,1,1
IB039539,62,Female,Srinagar,Retired,539300.0,623.0,135,12380.0,0.2355,4.0,5.0,,5.0,1.0,3.0,0,0,1,0
IB048478,68,Female,Agra,Salaried,965900.0,681.0,124,62610.0,-0.1734,6.0,8.0,6.0,0.0,2.0,5.0,1,0,1,0
IB000056,70,Female,Ludhiana,Salaried,1052000.0,683.0,210,41530.0,-0.1249,,,5.0,,2.0,4.0,1,1,0,0
IB004827,36,Female,Mumbai,Salaried,611200.0,633.0,131,620.0,-0.3592,3.0,14.0,4.0,5.0,0.0,1.0,1,0,0,1
IB005306,60,Male,Kolkata,Self_Employed,,618.0,142,86010.0,-0.151,3.0,2.0,2.0,2.0,0.0,2.0,1,0,0,0
IB048156,54,Male,Ahmedabad,Business,,747.0,155,39760.0,0.083,6.0,8.0,5.0,2.0,1.0,1.0,1,0,0,0
IB019846,26,Male,Pune,Salaried,747700.0,,1,50500.0,-0.1118,14.0,17.0,3.0,7.0,0.0,4.0,0,0,0,1
IB020306,37,Female,Patna,Salaried,830700.0,706.0,161,73750.0,0.0426,8.0,14.0,0.0,3.0,1.0,1.0,0,0,0,0
IB043815,30,Female,Varanasi,Self_Employed,,655.0,101,,,6.0,12.0,1.0,7.0,0.0,2.0,0,0,0,0
IB024836,66,Male,Nagpur,Self_Employed,,712.0,98,87910.0,-0.0478,6.0,4.0,,3.0,1.0,1.0,0,0,1,0
IB045681,49,Male,Hyderabad,Salaried,944300.0,724.0,160,59270.0,-0.1802,9.0,9.0,3.0,4.0,0.0,,1,0,0,1
IB008580,51,Male,Hyderabad,Self_Employed,408300.0,645.0,163,2550.0,-0.1406,3.0,8.0,7.0,1.0,2.0,1.0,1,1,1,0
IB016518,24,Female,Pune,Salaried,416600.0,,22,16910.0,0.1059,12.0,14.0,3.0,7.0,1.0,2.0,0,0,0,0
IB024709,25,Female,Chennai,Self_Employed,804900.0,647.0,22,76800.0,0.1343,4.0,17.0,5.0,13.0,0.0,,0,0,0,0
IB017959,48,Male,Delhi,Salaried,857500.0,714.0,171,63260.0,-0.1488,7.0,9.0,5.0,5.0,3.0,2.0,1,1,0,0
IB033776,65,Male,Indore,Self_Employed,,744.0,152,71360.0,0.1508,4.0,7.0,7.0,11.0,1.0,,1,0,0,0
IB043243,58,Female,Chennai,Student,235300.0,620.0,126,5840.0,0.2795,3.0,7.0,1.0,1.0,0.0,3.0,0,1,0,0
IB049968,71,Male,Kolkata,Salaried,517300.0,698.0,147,13820.0,0.0204,,,3.0,,2.0,,1,0,0,0
IB035548,48,Male,Kochi,Salaried,555900.0,671.0,149,19120.0,-0.1519,4.0,11.0,1.0,2.0,1.0,2.0,1,0,0,0
IB039709,34,Male,Guwahati,Business,1079300.0,661.0,190,121260.0,-0.026,14.0,16.0,5.0,9.0,2.0,2.0,1,0,1,0
IB020173,23,Male,Amritsar,Salaried,647300.0,542.0,20,40400.0,0.0778,12.0,22.0,5.0,6.0,1.0,,0,0,0,1
IB003517,36,Male,Mumbai,Salaried,761600.0,601.0,105,65790.0,0.0933,8.0,13.0,5.0,7.0,1.0,,0,0,1,0
IB015801,41,Male,Kochi,Salaried,603400.0,662.0,125,44150.0,-0.0352,7.0,8.0,6.0,5.0,,4.0,1,0,0,0
IB047936,42,Male,Delhi,Business,1592000.0,726.0,204,91550.0,0.0162,13.0,23.0,4.0,12.0,1.0,2.0,1,1,0,0
IB017282,27,Male,Nagpur,Salaried,1008200.0,661.0,35,31150.0,-0.2327,16.0,19.0,7.0,8.0,1.0,2.0,1,0,0,0
IB032465,71,Male,Chennai,Business,882800.0,653.0,165,81690.0,0.0732,6.0,5.0,2.0,3.0,3.0,1.0,1,1,0,0
IB022732,26,Male,Mumbai,Self_Employed,,,30,28110.0,-0.0691,13.0,14.0,,7.0,,0.0,0,1,0,1
IB007502,37,Female,Mumbai,Self_Employed,972000.0,638.0,140,60590.0,-0.3402,14.0,17.0,1.0,6.0,3.0,2.0,0,0,0,1
IB027797,49,Female,Hyderabad,Salaried,1017500.0,697.0,102,50290.0,0.0463,11.0,20.0,2.0,9.0,1.0,1.0,0,1,0,0
IB031713,58,Male,Bengaluru,Retired,363500.0,691.0,190,27900.0,-0.1485,6.0,6.0,,1.0,1.0,2.0,1,0,0,0
